p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster,spw,spw_count
64.0,46.0,Andy Murray,$5.201,Andy Murray,Apr 4 2014,Davis Cup,Singles,Andreas Seppi,false,12.0,cluster_3,-1.61,17
56.0,28.0,Andy Murray,$3.212,Fabio Fognini,Apr 4 2014,Davis Cup,Reverse Singles,Fabio Fognini,false,13.0,cluster_2,-1.45,7
62,36,Fernando Verdasco,$1.540,Fernando Verdasco,Apr 7 2014,Houston,F,Nicolas Almagro,FALSE,13,cluster_4,-0.23,20
80,35,Gael Monfils,$2.760,Gael Monfils,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Kevin Anderson,FALSE,6,cluster_4,-0.11,4
60.0,48.0,David Ferrer,$3.378,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Grigor Dimitrov,false,11.0,cluster_1,-0.31,15
71.0,38.0,Stan Wawrinka,$1.692,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,S,David Ferrer,false,11.0,cluster_1,0,0
53.0,41.0,Rafael Nadal,$8.885,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,David Ferrer,false,15.0,cluster_4,1.56,36
51.0,39.0,Grigor Dimitrov,$1.387,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,David Ferrer,false,16.0,cluster_4,0.21,15
43.0,26.0,Jeremy Chardy,$1.110,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,David Ferrer,false,17.0,cluster_0,4.94,28
61.0,30.0,Kevin Anderson,$1.859,Richard Gasquet,Apr 13 2014,ATP World Tour Masters 1000 Miami,R32,Richard Gasquet,false,2.0,cluster_2,-0.85,17
68.0,41.0,Fernando Verdasco,$1.428,Fernando Verdasco,Apr 13 2014,ATP World Tour Masters 1000 Indian Wells,R32,Richard Gasquet,false,4.0,cluster_1,2.41,25
68.0,46.0,Alexandr Dolgopolov,$1.806,Alexandr Dolgopolov,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Ernests Gulbis,false,15.0,cluster_1,0.22,1
64.0,19.0,Kevin Anderson,$1.527,Gael Monfils,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Gael Monfils,false,5.0,cluster_1,-0.32,12
58.0,46.0,David Ferrer,$1.106,David Ferrer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Rafael Nadal,false,18.0,cluster_3,2.63,35
44.0,31.0,Andreas Seppi,$1.014,Rafael Nadal,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Rafael Nadal,false,22.0,cluster_4,0.53,2
73.0,32.0,Stan Wawrinka,$3.353,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Milos Raonic,false,25.0,cluster_3,-1.09,10
65.0,22.0,Tommy Robredo,$2.116,Milos Raonic,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Milos Raonic,false,29.0,cluster_4,1.66,22
77.0,34.0,Milos Raonic,$1.837,Milos Raonic,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Tommy Robredo,false,7.0,cluster_4,-2.01,20
68.0,55.0,Rafael Nadal,$32.211,Rafael Nadal,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Andreas Seppi,false,8.0,cluster_3,-0.51,3
58.0,31.0,Mikhail Youzhny,$1.948,Andreas Seppi,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Andreas Seppi,false,10.0,cluster_2,-0.12,3
65.0,43.0,Roger Federer,$4.118,Roger Federer,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Jo-Wilfried Tsonga,false,19.0,cluster_0,1.53,34
52.0,36.0,Fabio Fognini,$2.270,Jo-Wilfried Tsonga,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Jo-Wilfried Tsonga,false,20.0,cluster_3,0.24,2
63.0,33.0,Philipp Kohlschreiber,$1.571,Jo-Wilfried Tsonga,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,Jo-Wilfried Tsonga,false,23.0,cluster_1,0.2,3
63.0,37.0,Nicolas Almagro,$2.720,Fernando Verdasco,Apr 13 2014,Houston,F,Fernando Verdasco,false,6.0,cluster_0,0.63,10
64.0,30.0,Roger Federer,$2.357,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,F,Stan Wawrinka,false,5.0,cluster_2,-0.09,13
61.0,28.0,David Ferrer,$2.347,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,S,Stan Wawrinka,false,6.0,cluster_2,1.74,24
67.0,26.0,Milos Raonic,$1.391,Stan Wawrinka,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Stan Wawrinka,false,7.0,cluster_0,1.31,13
68.0,41.0,Andreas Seppi,$1.985,Andreas Seppi,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Mikhail Youzhny,false,9.0,cluster_0,0.12,10
54.0,49.0,Fabio Fognini,$2.923,Fabio Fognini,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,Roberto Bautista Agut,false,74.0,cluster_2,-0.67,19
53.0,31.0,Ernests Gulbis,$2.159,Alexandr Dolgopolov,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R64,Alexandr Dolgopolov,false,68.0,cluster_4,0.1,1
50.0,45.0,Roberto Bautista Agut,$1.482,Fabio Fognini,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,Fabio Fognini,false,86.0,cluster_3,3.78,35
63.0,48.0,Jo-Wilfried Tsonga,$1.735,Jo-Wilfried Tsonga,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R16,Fabio Fognini,false,87.0,cluster_1,0.62,9
66.0,36.0,Jo-Wilfried Tsonga,$2.628,Jo-Wilfried Tsonga,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,Philipp Kohlschreiber,false,10.0,cluster_0,0.16,8
62,43,Rafael Nadal,$7.041,Nicolas Almagro,Apr 21 2014,Barcelona,Q,Nicolas Almagro,FALSE,4,cluster_3,-0.72,31
53,27,Fernando Verdasco,$1.957,Nicolas Almagro,Apr 21 2014,Barcelona,R16,Nicolas Almagro,FALSE,5,cluster_0,0.96,19
68,31,Tommy Robredo,$2.240,Marin Cilic,Apr 21 2014,Barcelona,R16,Marin Cilic,FALSE,6,cluster_0,3.47,25
74.0,43.0,Kei Nishikori,$2.317,Kei Nishikori,Apr 21 2014,Barcelona,S,Ernests Gulbis,false,11.0,cluster_2,0.03,1
56.0,37.0,Nicolas Almagro,$1.143,Nicolas Almagro,Apr 21 2014,Barcelona,Q,Rafael Nadal,false,15.0,cluster_2,1.43,19
56.0,26.0,Ernests Gulbis,$1.708,Kei Nishikori,Apr 21 2014,Barcelona,S,Kei Nishikori,false,11.0,cluster_2,-0.02,1
45.0,34.0,Marin Cilic,$1.625,Kei Nishikori,Apr 21 2014,Barcelona,Q,Kei Nishikori,false,12.0,cluster_3,0.87,11
52.0,40.0,Roberto Bautista Agut,$1.967,Kei Nishikori,Apr 21 2014,Barcelona,R32,Kei Nishikori,false,16.0,cluster_3,-0.04,1
68.0,31.0,Marin Cilic,$1.752,Marin Cilic,Apr 21 2014,Barcelona,R16,Tommy Robredo,false,5.0,cluster_1,-2.02,20
72.0,46.0,Nicolas Almagro,$1.976,Nicolas Almagro,Apr 21 2014,Barcelona,R16,Fernando Verdasco,false,4.0,cluster_4,-0.49,29
59.0,47.0,Kei Nishikori,$1.967,Kei Nishikori,Apr 21 2014,Barcelona,R32,Roberto Bautista Agut,false,80.0,cluster_2,-0.02,3
62.0,34.0,Andreas Seppi,$1.445,Tommy Haas,Apr 28 2014,Munich,Q,Tommy Haas,false,8.0,cluster_4,2.85,19
65.0,37.0,Tommy Haas,$3.075,Tommy Haas,Apr 28 2014,Munich,Q,Andreas Seppi,false,4.0,cluster_0,-1.8,13
63,37,Andy Murray,$2.014,Andy Murray,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Nicolas Almagro,FALSE,1,cluster_3,-0.13,3
80,46,Tomas Berdych,$5.459,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Kevin Anderson,FALSE,4,cluster_4,-1.96,36
72,41,Rafael Nadal,$6.296,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Tomas Berdych,FALSE,4,cluster_4,-0.49,14
66,32,Grigor Dimitrov,$1.713,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Tomas Berdych,FALSE,5,cluster_1,0.36,3
53,20,Kevin Anderson,$1.199,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Tomas Berdych,FALSE,6,cluster_2,5.57,45
80,40,Milos Raonic,$3.693,Milos Raonic,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Jeremy Chardy,FALSE,6,cluster_1,-1.38,28
70,38,Ernests Gulbis,$2.480,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Marin Cilic,FALSE,4,cluster_0,0,0
67.0,33.0,Tomas Berdych,$2.308,Tomas Berdych,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Grigor Dimitrov,false,5.0,cluster_0,0.06,4
75.0,38.0,Roger Federer,$1.334,Roger Federer,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,S,Novak Djokovic,false,7.0,cluster_4,2.07,31
55.0,22.0,Rafael Nadal,$1.729,Novak Djokovic,May 5 2014,ATP World Tour Masters 1000 Miami,F,Novak Djokovic,false,14.0,cluster_0,5.07,46
69.0,35.0,Stan Wawrinka,$1.687,Stan Wawrinka,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,F,Roger Federer,false,10.0,cluster_2,0.94,13
61.0,24.0,Novak Djokovic,$3.738,Roger Federer,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,S,Roger Federer,false,11.0,cluster_0,0.29,32
56.0,34.0,Jo-Wilfried Tsonga,$1.292,Roger Federer,May 5 2014,ATP World Tour Masters 1000 Monte Carlo,Q,Roger Federer,false,12.0,cluster_1,5.09,38
62.0,32.0,Kei Nishikori,$1.605,Kei Nishikori,May 5 2014,ATP World Tour Masters 1000 Madrid,S,David Ferrer,false,4.0,cluster_2,-0.1,7
63.0,30.0,Ernests Gulbis,$1.428,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,David Ferrer,false,5.0,cluster_2,3.02,19
60.0,19.0,John Isner,$1.319,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,David Ferrer,false,6.0,cluster_2,-0.03,5
69.0,36.0,David Ferrer,$3.156,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Ernests Gulbis,false,7.0,cluster_2,-0.42,7
61.0,29.0,Marin Cilic,$1.629,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Ernests Gulbis,false,8.0,cluster_4,0.07,3
60.0,30.0,Alexandr Dolgopolov,$1.876,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Ernests Gulbis,false,9.0,cluster_4,-1.02,10
63.0,34.0,Jerzy Janowicz,$1.292,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Ernests Gulbis,false,10.0,cluster_4,0.28,17
80.0,39.0,David Ferrer,$3.860,David Ferrer,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,John Isner,false,5.0,cluster_2,0,0
62.0,36.0,Nicolas Almagro,$1.922,Andy Murray,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Andy Murray,false,15.0,cluster_0,-0.08,1
58.0,30.0,Kei Nishikori,$1.131,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,F,Rafael Nadal,false,7.0,cluster_2,3.8,31
50.0,33.0,Roberto Bautista Agut,$1.058,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,S,Rafael Nadal,false,8.0,cluster_4,0.5,3
58.0,27.0,Tomas Berdych,$1.165,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Rafael Nadal,false,11.0,cluster_0,4.26,33
70.0,30.0,Kei Nishikori,$2.834,Kei Nishikori,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Milos Raonic,false,15.0,cluster_0,0,0
60.0,20.0,Jeremy Chardy,$1.340,Milos Raonic,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Milos Raonic,false,19.0,cluster_4,3.63,26
67.0,34.0,Roberto Bautista Agut,$1.711,Roberto Bautista Agut,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Tommy Robredo,false,4.0,cluster_4,0.03,3
67.0,41.0,Fernando Verdasco,$3.151,Fernando Verdasco,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Andreas Seppi,false,3.0,cluster_0,-0.03,5
65.0,35.0,Roberto Bautista Agut,$1.876,Roberto Bautista Agut,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Fernando Verdasco,false,2.0,cluster_3,0.94,19
58.0,32.0,Andreas Seppi,$1.429,Fernando Verdasco,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Fernando Verdasco,false,3.0,cluster_2,0.17,7
68.0,36.0,Feliciano Lopez,$1.827,Feliciano Lopez,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Mikhail Youzhny,false,5.0,cluster_0,-0.16,12
65.0,32.0,Tommy Robredo,$2.312,Roberto Bautista Agut,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Roberto Bautista Agut,false,79.0,cluster_0,-0.02,2
64.0,34.0,Fernando Verdasco,$2.067,Roberto Bautista Agut,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Roberto Bautista Agut,false,82.0,cluster_0,-0.71,17
66.0,49.0,Rafael Nadal,$13.912,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,S,Roberto Bautista Agut,false,84.0,cluster_3,-0.43,2
63.0,31.0,Fabio Fognini,$1.786,Alexandr Dolgopolov,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Alexandr Dolgopolov,false,70.0,cluster_1,1.82,15
70.0,39.0,Ernests Gulbis,$2.067,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Alexandr Dolgopolov,false,72.0,cluster_2,2.66,13
68.0,37.0,Alexandr Dolgopolov,$2.187,Alexandr Dolgopolov,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Fabio Fognini,false,92.0,cluster_4,-2.74,21
65.0,36.0,Ernests Gulbis,$4.118,Ernests Gulbis,May 5 2014,ATP World Tour Masters 1000 Madrid,R64,Jerzy Janowicz,false,48.0,cluster_1,0.75,24
63.0,31.0,Mikhail Youzhny,$2.129,Feliciano Lopez,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,Feliciano Lopez,false,57.0,cluster_0,0.06,4
72.0,41.0,Kei Nishikori,$6.402,Kei Nishikori,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Feliciano Lopez,false,64.0,cluster_3,-2.44,45
72,26,Jo-Wilfried Tsonga,$3.323,Jo-Wilfried Tsonga,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Kevin Anderson,FALSE,2,cluster_3,0.23,5
70,40,Grigor Dimitrov,$1.661,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Tomas Berdych,FALSE,2,cluster_4,1.19,19
69,38,Milos Raonic,$3.555,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Jeremy Chardy,FALSE,2,cluster_3,-2.18,31
62,34,Roger Federer,$7.670,Jeremy Chardy,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Jeremy Chardy,FALSE,4,cluster_3,-0.78,19
50.0,20.0,Tommy Haas,$1.467,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Grigor Dimitrov,false,2.0,cluster_2,0.28,18
59.0,29.0,Tomas Berdych,$2.409,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Grigor Dimitrov,false,3.0,cluster_4,-0.18,13
51.0,34.0,Rafael Nadal,$2.236,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,F,Novak Djokovic,false,2.0,cluster_1,8.22,57
65.0,30.0,Milos Raonic,$1.160,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,S,Novak Djokovic,false,3.0,cluster_4,2.82,21
59.0,37.0,David Ferrer,$1.370,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Novak Djokovic,false,4.0,cluster_4,2.31,22
50.0,34.0,Philipp Kohlschreiber,$1.135,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Novak Djokovic,false,5.0,cluster_1,0.11,12
65.0,37.0,Jeremy Chardy,$1.128,Jeremy Chardy,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Roger Federer,false,6.0,cluster_2,1.19,14
62.0,40.0,Novak Djokovic,$3.486,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,David Ferrer,false,2.0,cluster_1,-1.02,18
46.0,31.0,Ernests Gulbis,$1.387,David Ferrer,May 12 2014,ATP World Tour Masters 1000 Rome,R16,David Ferrer,false,3.0,cluster_0,3.68,27
79.0,50.0,Grigor Dimitrov,$2.980,Grigor Dimitrov,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Tommy Haas,false,2.0,cluster_1,1.02,18
54.0,29.0,Stan Wawrinka,$5.821,Tommy Haas,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Tommy Haas,false,3.0,cluster_3,-0.28,5
56.0,36.0,Andreas Seppi,$2.004,Tommy Haas,May 12 2014,ATP World Tour Masters 1000 Rome,R64,Tommy Haas,false,5.0,cluster_2,4.96,41
62.0,43.0,Rafael Nadal,$6.361,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Andy Murray,false,9.0,cluster_0,-0.08,4
65.0,48.0,Novak Djokovic,$1.755,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,F,Rafael Nadal,false,2.0,cluster_3,2.74,41
45.0,32.0,Grigor Dimitrov,$1.248,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,S,Rafael Nadal,false,3.0,cluster_4,5.1,46
56.0,37.0,Andy Murray,$1.163,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Rafael Nadal,false,4.0,cluster_2,-0.09,5
51.0,37.0,Mikhail Youzhny,$1.076,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Rafael Nadal,false,5.0,cluster_1,3.18,14
55.0,39.0,Gilles Simon,$1.036,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Rafael Nadal,false,6.0,cluster_2,0.67,4
69.0,41.0,Rafael Nadal,$7.533,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Madrid,F,Kei Nishikori,false,2.0,cluster_1,-2.22,19
67.0,37.0,David Ferrer,$2.538,Kei Nishikori,May 12 2014,ATP World Tour Masters 1000 Madrid,S,Kei Nishikori,false,3.0,cluster_0,-0.75,26
58.0,27.0,Feliciano Lopez,$1.162,Kei Nishikori,May 12 2014,ATP World Tour Masters 1000 Madrid,Q,Kei Nishikori,false,4.0,cluster_2,4.65,37
69.0,29.0,Milos Raonic,$1.506,Kei Nishikori,May 12 2014,ATP World Tour Masters 1000 Madrid,R16,Kei Nishikori,false,5.0,cluster_0,1.85,21
69.0,34.0,Novak Djokovic,$6.453,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,S,Milos Raonic,false,9.0,cluster_0,-1.77,17
61.0,30.0,Jeremy Chardy,$1.359,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Milos Raonic,false,10.0,cluster_0,5.14,33
73.0,28.0,Jo-Wilfried Tsonga,$1.967,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Milos Raonic,false,13.0,cluster_1,1.92,18
65.0,46.0,Philipp Kohlschreiber,$1.636,Philipp Kohlschreiber,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Tommy Robredo,false,2.0,cluster_3,0.02,4
64.0,43.0,Tommy Haas,$1.930,Tommy Haas,May 12 2014,ATP World Tour Masters 1000 Rome,R64,Andreas Seppi,false,2.0,cluster_0,-2.56,25
71.0,26.0,Milos Raonic,$1.967,Milos Raonic,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Jo-Wilfried Tsonga,false,10.0,cluster_1,-0.24,11
73.0,27.0,Kevin Anderson,$1.397,Jo-Wilfried Tsonga,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Jo-Wilfried Tsonga,false,12.0,cluster_1,-0.04,5
65.0,31.0,Alexandr Dolgopolov,$2.014,Jo-Wilfried Tsonga,May 12 2014,ATP World Tour Masters 1000 Rome,R64,Jo-Wilfried Tsonga,false,14.0,cluster_1,0.04,1
70.0,45.0,Tommy Haas,$1.183,Tommy Haas,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Stan Wawrinka,false,2.0,cluster_3,1.4,12
62.0,48.0,Rafael Nadal,$11.442,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Mikhail Youzhny,false,2.0,cluster_2,-2.17,14
68.0,34.0,Jo-Wilfried Tsonga,$1.922,Jo-Wilfried Tsonga,May 12 2014,ATP World Tour Masters 1000 Rome,R64,Alexandr Dolgopolov,false,78.0,cluster_1,-0.23,6
61.0,42.0,Philipp Kohlschreiber,$2.077,Philipp Kohlschreiber,May 12 2014,ATP World Tour Masters 1000 Rome,R64,Jerzy Janowicz,false,14.0,cluster_1,0.47,8
57.0,38.0,Jerzy Janowicz,$1.868,Philipp Kohlschreiber,May 12 2014,ATP World Tour Masters 1000 Rome,R64,Philipp Kohlschreiber,false,84.0,cluster_1,-1.04,22
65.0,50.0,Novak Djokovic,$7.365,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Philipp Kohlschreiber,false,86.0,cluster_4,-0.4,15
53.0,34.0,Tommy Robredo,$2.465,Philipp Kohlschreiber,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Philipp Kohlschreiber,false,87.0,cluster_1,0.14,9
60.0,44.0,Rafael Nadal,$19.367,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Gilles Simon,false,47.0,cluster_3,-0.26,3
66.0,48.0,Tomas Berdych,$3.156,Tomas Berdych,May 21 2014,French Open Slam,Round of 32,Roberto Bautista Agut,false,1.0,cluster_3,-0.68,34
54.0,50.0,Gael Monfils,$1.939,Gael Monfils,May 21 2014,French Open Slam,Round of 32,Fabio Fognini,false,1.0,cluster_1,-1.09,29
69.0,42.0,Jo-Wilfried Tsonga,$4.960,Jo-Wilfried Tsonga,May 21 2014,French Open Slam,Round of 32,Jerzy Janowicz,false,17.0,cluster_2,0.02,4
71.0,25.0,Jo-Wilfried Tsonga,$3.629,Jerzy Janowicz,May 21 2014,ATP World Tour Masters 1000 Rome,R32,Jerzy Janowicz,false,20.0,cluster_4,-1.08,11
60.0,42.0,Andy Murray,$3.075,Andy Murray,May 21 2014,French Open Slam,Round of 32,Philipp Kohlschreiber,false,1.0,cluster_4,-0.56,5
62.0,38.0,Milos Raonic,$3.024,Milos Raonic,May 21 2014,French Open Slam,Round of 32,Gilles Simon,false,16.0,cluster_3,0.05,3
